Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2013 [YR2013]
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,25.7,25.3,24.9,24.5,24,23.5,22.9,22.3,26.1
American Samoa,ASM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,..,261.085,256.84,252.24,247.315,242.12,236.605,230.945,225.175,264.975
American Samoa,ASM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,..,152.385106382979,152.651063829787,154.340425531915,157.1,159.602127659574,162.431914893617,165.31914893617,168.157446808511,151.844680851064
Andorra,AND,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,3.7,3.5,3.4,3.2,3.1,3,2.8,2.8,3.9
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6973.69629889611,8123.04806537777,7274.09047477931,7027.14663413219,7216.06137267002,7043.95535982329,6882.27912260866,6367.43731675631,6523.46361278759,7643.9219442902
Angola,AGO,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,85.9000015258789,84.8623809814453,..,..,..,..,..,..,..,..
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,..,21.7601163070506,22.5617397930537,23.385534611374,24.2308719018208,25.085050934467,25.9513820486083,26.8135766423358,27.6760840619235,20.9729702414374
Angola,AGO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,292,274,270,253,233,228,222,..,291
Angola,AGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,92.9,88.3,84.4,81.1,78,75,72.1,69.4,98.3
Antigua and Barbuda,ATG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25336.6425986007,19748.6253844293,19674.5632961557,20790.4191719618,20777.5594989337,22603.192865209,23880.2212735947,19839.9255890474,21958.688709215,19437.6169691726
Antigua and Barbuda,ATG,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,..,202.809090909091,204.411363636364,205.827272727273,207.088636363636,208.240909090909,209.356818181818,210.6,211.861363636364,201.129545454545
Antigua and Barbuda,ATG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,23,27,21,21,19,19,21,..,29
Antigua and Barbuda,ATG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,8.1,7.7,7.4,7.1,6.8,6.6,6.4,6.1,8.6
Arab World,ARB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16913.6530368096,15625.4921348372,14145.3468869259,13712.3601117128,14332.3535242912,14766.677788746,14967.1157569633,14220.7978265441,15167.2606590527,15880.3114304136
Arab World,ARB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,88.5558471679688,92.1047134399414,88.798942565918,90.9841232299805,91.3737106323242,87.9051284790039,88.142692565918,88.3562774658203,88.4534912109375,88.6887817382812
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,..,30.3745893292785,31.0294362944761,31.6840610024221,32.3395190118262,33.0174231145493,33.6984280194777,34.2907992634507,34.8474272739049,29.7032499712419
Arab World,ARB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,140,141,139,136,134,134,132,..,146
Arab World,ARB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,39.6726270161151,38.7619464817831,38.1830714590474,36.9050681935873,36.4049846105514,35.7255030718043,34.8094619005862,34.4545113311025,40.57842919506
Argentina,ARG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26504.5905619696,19683.7715056442,20105.1989918165,20307.870052142,23597.117752839,23294.0986752419,23007.8365916056,20787.857870615,23754.3613898843,20131.6804246983
Argentina,ARG,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,..,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,16.4208266190179,16.580892611147,16.7387416916056,15.421160233713
Argentina,ARG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,42,39,40,38,34,33,45,..,43
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,12.2,11.6,11,10.3,9.5,8.6,7.7,6.9,12.7
Armenia,ARM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18941.5268080528,10114.93983675,10132.318975243,10966.8533270074,12509.6396064818,13549.5224245895,14924.776928318,14105.9112525331,15661.5113451936,9822.94744066856
Armenia,ARM,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,99.8184204101562,99.8212814331055,..,..,99.8520584106445,..,..
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,..,101.507903055848,101.109764664559,100.661573586231,100.17291886196,99.6331928345627,99.0727783631893,98.5461187214612,98.0321039690903,101.910256410256
Armenia,ARM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,28,25,24,25,25,25,27,..,27
Armenia,ARM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,15.1,14.4,13.7,13,12.4,11.8,11.3,10.7,15.9
Aruba,ABW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,36846.8482853085,37343.9129633145,37583.8403229292,38865.188195117,41685.363318473,42510.0655895769,35012.3914663852,42887.3749125576,36932.1841636111
Aruba,ABW,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,99.629997253418,..,..
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,..,575.522222222222,579.205555555556,582.633333333333,585.772222222222,588.677777777778,591.344444444444,592.138888888889,591.872222222222,571.555555555556
Aruba,ABW,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,62625.357642365,46882.1855716637,46251.4086848715,47249.4348152753,48400.2457875228,50192.9573282841,51909.0151023258,53066.4909886668,55947.0522280521,45907.7546796056
Australia,AUS,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,..,3.05581479504836,3.10011259648803,3.14493553058884,3.19736584148247,3.24578498235834,3.29435141874306,3.33531231068042,3.33957517011136,3.01057352615753
Australia,AUS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,5,5,5,5,4,5,3,..,6
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,4,3.9,3.8,3.8,3.8,3.8,3.7,3.7,4.1
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,67935.8479736373,48799.7154676985,49865.9039424185,52684.0171130768,54172.9867888254,56937.944282984,59704.2233778226,57258.6902272271,59962.8270521703,47922.0491207455
Austria,AUT,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,..,103.567086766844,104.734597673291,105.873339796413,106.61131846825,107.131858943286,107.609306834707,108.057004362579,108.528805138148,102.760821619001
Austria,AUT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,6,6,5,5,6,5,5,..,6
Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,3.8,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.9
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17764.4455885439,17443.8782563094,14938.4011276715,14371.0227410092,14121.4069355591,14551.2001141105,15054.544606509,14495.6569721312,15927.2101484962,17188.9455056612
Azerbaijan,AZE,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,99.9762420654297,99.9636688232422,99.9623794555664,99.9606475830078,..,99.9586715698242,..,..,99.9768676757812
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,..,115.348813858679,116.731076781631,118.033288980283,119.208741622511,120.25759188908,121.280071139933,122.124736829369,122.658802177858,113.923480806688
Azerbaijan,AZE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,29,29,26,27,28,27,41,..,28
Azerbaijan,AZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,28.3,26.3,24.5,22.9,21.5,20.4,19.4,18.6,30.3
"Bahamas, The",BHS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,40378.5517454402,31255.2112660817,31746.8033825774,32112.2038931048,34067.8461834433,35167.3994998896,35299.1114915221,27224.4708566162,33162.2654340922,29845.7022928189
"Bahamas, The",BHS,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,..,38.8742257742258,39.2304695304695,39.558041958042,39.8621378621379,40.1504495504496,40.4152847152847,40.6064935064935,40.7498501498501,38.5264735264735
"Bahamas, The",BHS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,97,84,79,77,77,82,77,..,82
"Bahamas, The",BHS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,14.1,13.9,13.8,13.6,13.5,23.4,13.3,13.2,14.4
Bahrain,BHR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,61227.8972211496,52073.9846164495,45900.7030253586,45281.3019203255,48929.4470119951,50114.1503913545,51879.7363438765,50682.7595647482,54901.5126284982,53672.1042194471
Bahrain,BHR,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,..,1700.56290531777,1750.82519280206,1809.57766367137,1867.7358974359,1911.74807197943,1915.62564102564,1882.12611464968,1852.23417721519,1638.53636363636
Bahrain,BHR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,15,16,15,15,14,15,16,..,16
Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,7.5,7.4,7.3,7.3,7.2,7.1,7,6.9,7.7
Bangladesh,BGD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7395.09598677725,3997.28670058811,4216.71973916456,4558.56389477538,4830.7760826813,5247.69470722744,5699.07814661162,5904.56737548497,6522.5558405934,3734.72565095224
Bangladesh,BGD,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,84.6286773681641,86.1879501342773,90.9053497314453,91.5412902832031,91.8037185668945,93.7046966552734,93.1641693115234,..,84.0944976806641
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,..,1198.13550741338,1212.49135745563,1227.50686025966,1242.94356610586,1257.46299454559,1271.53892601982,1286.17155258508,1301.03903357148,1183.29983099024
Bangladesh,BGD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,219,212,196,183,172,157,123,..,219
Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,40,38,36,34.1,32.2,30.4,28.8,27.3,42.1
Barbados,BRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17837.4532247473,15575.9507292616,15947.4215222808,16370.7456228065,16198.9621604366,16388.5995351293,16631.4643907325,14579.0903803084,15177.8497084244,15747.1370908403
Barbados,BRB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,..,645.332558139535,646.704651162791,648.020930232558,649.272093023256,650.437209302326,651.581395348837,652.774418604651,653.953488372093,643.872093023256
Barbados,BRB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,49,49,48,47,47,47,39,..,51
Barbados,BRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,14.4,14.1,13.8,13.4,13,12.7,12.3,11.9,14.6
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22590.5909223364,19007.9973242876,18095.7034185545,17785.9431970966,18356.0660575514,19430.9092097721,20106.0689126376,20317.231920485,21928.6857574651,18994.1901887615
Belarus,BLR,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,99.8471298217773,..,..,..
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,..,46.5506003261518,46.611337189252,46.6499448243246,46.5987595325832,46.5010592176569,46.4107506220284,46.211212927382,45.8368317319537,46.5393725235082
Belarus,BLR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,1,1,1,1,1,1,1,..,2
Belarus,BLR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,4.3,4.1,3.9,3.6,3.4,3.1,2.9,2.7,4.6
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,65027.2948954044,44929.685593416,46200.904454307,48597.3999826201,50442.2705419624,52530.5620821347,55804.8189232341,54569.9253850181,58840.7022747126,43671.11959259
Belgium,BEL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,..,370.180217965654,372.33143989432,374.221334214003,375.66571994716,377.379590488771,379.424702774108,381.063540290621,382.858388375165,368.540521796565
Belgium,BEL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,5,5,5,5,5,5,5,..,6
Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2
Belize,BLZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11450.9168995378,9246.7237525975,9317.19683592962,9161.6250471445,8873.7540251936,9010.06059585008,9411.46284753878,8134.59827208937,9668.76628862162,9314.22500902774
Belize,BLZ,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,..,15.446514686541,15.7768960982025,16.1031565103025,16.4266988163086,16.7499342393687,17.0580885576502,17.3135028496274,17.537527400263,15.1112669881631
Belize,BLZ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,38,49,59,72,78,86,130,..,32
Belize,BLZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,16.1,15.3,14.5,13.7,13,12.3,11.7,11.2,16.9
Benin,BEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4056.10834076599,2745.85861163361,2792.60964526702,2901.26467091701,2933.8373843172,3113.25492864312,3290.30720194405,3364.97321817986,3665.19402835522,2590.92504537631
Benin,BEN,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,73.5999984741211,..,..,..,..,..,..,..,..,..
Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,..,94.1366087264988,96.9562167435261,99.8588595246541,102.844794253281,105.894670095779,108.996488116353,112.12418410784,115.261573252927,91.4218694572543
Benin,BEN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,612,591,590,569,542,522,523,..,608
Benin,BEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,100.1,97.9,95.6,93.4,91.1,88.6,86,83.5,102.3
Bermuda,BMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,95837.0324194888,68775.4467426718,71873.2280578182,76362.0514142141,81834.9558735543,83380.8749006674,85145.9436381068,80381.4454933195,86699.2519910027,68993.2274876771
Bermuda,BMU,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,..,1206.25925925926,1208.09259259259,1195.44444444444,1182.83333333333,1183.66666666667,1183.53703703704,1183.2037037037,1180.81481481481,1203.72222222222
Bermuda,BMU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,8462.79859927604,9303.94598245162,10275.1605932496,10986.8881359297,11503.8472070019,12297.6207344782,11137.8310046808,12036.3640775011,7785.21406413651
Bhutan,BTN,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,98,..,..,..,93.2701568603516,..,..,..,..,..
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,..,19.3183356507595,19.4998032374006,19.6560664848993,19.8228030620805,19.981541688516,20.1221552176193,20.2544834819088,20.3850550603041,19.1224125718183
Bhutan,BTN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,78,74,66,68,57,62,60,..,84
Bhutan,BTN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,34.7,33.2,31.9,30.6,29.6,28.5,27.5,26.7,36.3
Bolivia,BOL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9683.61749663174,6920.77886136151,6992.12758144741,7345.82684148722,8244.93344575115,8669.82784866231,8890.46295366602,8110.11475624002,8885.24133402223,6500.87680686824
Bolivia,BOL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,99.6800003051758,99.3899993896484,99.5,99.4300003051758,99.7200012207031,99.6600036621094,99.5800018310547,99.5,99.4899978637695
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,..,10.0775288470414,10.2373165328164,10.3969491368965,10.5562014215822,10.7143958275639,10.8717022062217,11.0183347179913,11.1506249423059,9.91724268439029
Bolivia,BOL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,163,165,161,164,171,176,161,..,175
Bolivia,BOL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,33.3,31.6,30.2,28.9,27.7,26.6,25.6,24.7,35.2
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20376.8921942473,11148.3878335826,11826.0660139863,12869.7684039048,13582.1847524863,14801.2630028626,16118.6668035776,15860.1045221546,17705.8069770753,10788.2680830719
Bosnia and Herzegovina,BIH,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.6999969482422,..,..,..,..,..,..,..,..,99.6576538085938
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,..,69.747421875,68.834453125,67.9880078125,67.18802734375,66.40876953125,65.63888671875,64.81263671875,63.88560546875,70.65544921875
Bosnia and Herzegovina,BIH,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,8,7,6,6,6,5,6,..,8
Bosnia and Herzegovina,BIH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,6.4,6.3,6.2,6.1,6,5.9,5.7,5.6,6.5
Botswana,BWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18323.0457028393,14338.5740818842,13420.506600771,15277.0423219562,14656.772988721,15321.7802005207,15759.1622308192,14303.9361130174,16449.3462295479,12833.2783556398
Botswana,BWA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,95.754753112793
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,..,3.98845305524677,4.0674942212341,4.1508584334692,4.23806751010181,4.32553244049195,4.41074585781589,4.49314841282445,4.5672948317541,3.91240626047677
Botswana,BWA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,179,184,134,108,162,118,186,..,142
Botswana,BWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,48.2,45.4,43.5,39.9,39,37.7,36.3,34.9,50.3
Brazil,BRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17821.7372609877,15664.8017411414,14692.6323066956,14208.1611051807,14477.8617680601,14971.0546665932,15307.9412354827,14900.104216322,16260.0987486322,15535.723765174
Brazil,BRA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.2300033569336,98.4499969482422,98.5999984741211,98.6900024414062,98.8000030517578,98.7099990844727,98.7399978637695,98.9599990844727,99.0699996948242,98.25
